age,income,family_size,employed,education,marital_status,race,hicoverage
43,28800,0,1,39,6,1,2
38,252453,1,1,45,1,1,2
35,154,1,7,43,1,1,2
5,0,1,0,0,7,1,2
4,0,1,0,0,7,1,2
1,0,1,0,0,7,1,2
53,36400,1,1,39,1,1,2
49,36400,1,1,39,1,1,2
23,36400,1,1,40,7,1,2
68,98501,0,7,44,4,2,1
60,126389,1,1,43,1,1,1
61,0,1,5,40,1,1,1
51,73500,1,1,44,1,1,1
49,9500,1,1,43,1,1,1
18,0,1,1,39,7,1,1
15,0,1,7,35,7,1,1
73,50000,1,1,41,1,1,1
65,13979,1,7,40,1,1,1
27,104002,0,1,44,7,1,1
70,15600,0,6,37,4,2,1
85,13979,1,5,39,6,2,1
68,17040,1,5,43,7,2,1
80,379500,0,1,43,3,1,1
43,0,1,3,39,1,1,1
41,66000,1,1,44,1,1,1
18,0,1,7,38,7,1,1
18,0,1,7,36,7,1,1
16,0,1,7,34,7,1,1
51,151265,1,1,44,1,1,1
50,70151,1,1,43,1,1,1
18,3000,1,7,37,7,1,1
16,0,1,7,36,7,1,1
68,110095,0,1,44,5,2,1
62,100000,1,5,39,1,2,1
61,29640,1,5,39,1,1,1
50,22500,1,1,40,3,1,2
68,162912,1,2,40,1,1,1
58,49818,1,1,42,1,1,1
30,102456,0,1,43,7,1,1
30,102909,0,1,43,7,1,1
66,230250,1,1,44,1,1,1
58,20000,1,1,44,1,1,1
29,101280,0,1,43,7,1,1
35,88100,0,1,46,7,1,1
52,91515,1,1,39,1,1,1
46,62215,1,1,39,1,1,1
79,19768,0,7,39,5,1,1
38,55001,0,1,41,7,1,2
27,99639,0,1,43,7,1,1
28,214282,0,1,44,7,4,1
26,26600,0,7,43,7,4,1
29,52037,0,1,43,7,1,1
32,37824,0,7,45,7,1,1
55,76600,0,1,46,4,4,1
24,25500,0,1,44,7,1,1
24,75992,0,1,43,7,1,1
24,85515,0,1,43,7,1,2
23,80101,0,1,43,7,1,2
47,90520,1,1,43,1,1,1
37,45020,1,1,39,1,1,1
80,15000,1,5,40,4,2,1
40,65000,1,1,43,7,2,1
31,105102,1,2,43,1,1,2
32,74109,1,1,43,1,1,2
0,0,1,0,0,7,1,2
37,45001,0,1,33,7,1,1
46,0,1,7,40,1,4,1
46,90000,1,1,39,1,4,1
16,0,1,7,37,7,4,1
67,63440,1,5,43,7,1,1
85,35763,1,6,33,4,1,1
45,36000,2,1,35,1,1,1
43,0,2,7,41,1,1,1
13,0,2,0,0,7,1,1
2,0,2,0,0,7,1,1
66,59051,1,1,39,5,1,1
42,0,1,6,39,7,1,1
41,280580,1,1,44,1,1,1
40,40200,1,1,46,1,1,1
2,0,1,0,0,7,1,1
33,85002,1,1,43,1,1,1
33,75002,1,1,43,1,1,1
1,0,1,0,0,7,1,1
31,180206,0,1,44,7,1,1
75,34468,1,5,37,4,1,1
57,77001,1,1,38,5,1,1
72,31968,1,1,39,5,1,1
48,145530,1,1,42,1,1,1
46,11000,1,1,42,1,1,1
20,29000,1,7,39,7,1,1
17,3000,1,7,37,7,1,1
80,19979,1,5,39,1,4,1
77,15600,1,5,43,1,4,1
26,35000,0,1,43,7,1,1
77,41088,0,5,40,4,2,1
70,25400,0,1,39,5,2,1
55,239953,0,1,43,7,1,1
34,60016,0,1,46,5,1,1
85,30000,0,5,39,4,1,1
50,75000,1,1,39,1,1,1
46,0,1,7,39,1,1,1
17,0,1,7,37,3,1,1
17,0,1,7,37,7,1,1
70,0,1,5,34,7,1,1
77,72001,1,1,44,5,1,1
41,120000,2,1,43,1,1,1
40,0,2,7,39,1,1,1
62,12767,1,2,40,1,1,1
63,216026,1,1,45,1,1,1
24,42425,1,1,43,7,1,1
29,25000,0,1,42,7,1,1
31,61100,1,1,43,1,1,1
31,130100,1,1,43,1,1,1
37,30002,1,1,39,7,1,2
59,26002,1,1,39,4,1,1
35,0,1,1,39,7,1,2
30,0,1,7,39,7,1,2
43,55001,1,4,43,7,1,2
7,0,1,0,0,7,1,1
54,45010,1,1,43,1,4,1
60,31000,1,1,40,1,4,1
23,22400,1,1,40,7,4,1
65,7307,1,5,43,1,1,1
65,750937,1,1,45,1,1,1
76,0,1,5,40,4,2,1
63,0,2,4,39,1,2,2
49,0,2,7,42,1,2,2
31,48101,1,1,39,5,1,2
51,80000,1,1,39,5,1,1
27,50001,1,1,43,7,1,1
65,0,0,5,39,7,1,1
72,25945,0,5,43,5,1,1
66,82000,0,1,39,5,1,1
38,98506,0,1,43,7,1,1
52,94750,1,1,43,1,2,1
47,46312,1,1,43,1,2,1
18,0,1,7,38,7,2,1
15,0,1,7,35,3,2,1
15,5,1,7,34,7,2,1
42,120124,1,1,44,1,1,1
43,78123,1,1,44,1,1,1
80,26120,0,5,44,4,1,1
80,13979,0,5,44,5,2,1
30,100152,1,1,43,1,4,1
26,0,1,7,43,1,4,1
0,0,1,0,0,7,4,1
32,98351,1,1,43,1,1,1
34,100350,1,1,43,1,1,1
0,0,1,0,0,7,1,1
45,133050,0,1,42,7,1,1
42,60000,0,1,33,7,1,2
42,20051,0,3,39,5,1,1
54,52000,0,1,39,7,1,1
29,129100,0,1,43,7,1,1
28,87150,0,1,43,7,6,1
52,55000,1,1,39,1,1,1
45,30000,1,1,42,1,1,1
21,0,1,7,40,7,1,1
19,0,1,7,39,7,1,1
18,0,1,7,37,7,1,1
62,515205,0,4,43,7,1,1
53,130650,1,1,40,1,2,1
50,140500,1,1,43,1,2,1
25,48000,1,1,40,7,2,1
22,43500,1,1,43,7,2,1
58,12930,1,6,40,5,1,1
20,30000,1,4,40,7,1,1
47,29200,1,4,32,5,1,1
22,10200,1,4,43,7,1,1
18,0,1,1,39,7,1,1
44,35000,0,1,32,5,1,1
73,16918,0,5,40,4,5,1
34,74000,0,1,44,7,1,1
40,140311,1,1,42,1,1,1
50,73001,1,1,40,1,1,1
21,27300,1,1,40,7,1,1
14,0,1,0,0,7,1,1
8,0,1,0,0,7,1,1
55,49280,1,1,39,1,1,1
54,29000,1,1,39,1,1,1
24,65000,0,1,43,7,1,1
24,82512,0,1,43,7,1,1
21,65000,0,1,40,7,1,1
74,30000,1,1,43,1,1,1
74,12360,1,5,43,1,1,1
33,25030,0,1,40,7,2,1
32,45011,1,1,39,7,1,1
0,0,1,0,0,7,1,1
0,0,1,0,0,7,1,1
42,50000,1,1,39,7,1,2
27,65000,1,1,39,1,1,1
24,35000,1,1,39,1,1,2
61,18780,0,6,37,3,2,1
54,20800,1,1,39,1,1,2
56,28000,1,1,39,1,1,2
41,70302,1,1,43,1,1,1
38,85541,1,1,44,1,1,1
5,0,1,0,0,7,1,1
2,0,1,0,0,7,1,1
56,64250,1,1,43,1,1,1
36,160300,1,1,46,1,1,1
18,0,1,7,37,7,1,1
77,67720,1,1,42,1,1,1
77,10720,1,5,40,1,1,1
80,19320,1,5,43,7,1,1
46,110120,1,1,43,1,1,1
48,100000,1,1,44,1,1,1
14,0,1,0,0,7,1,1
12,0,1,0,0,7,1,1
34,116048,0,1,45,3,1,1
49,103150,0,1,43,7,1,1
38,12500,0,1,35,6,2,2
67,50728,1,1,39,1,1,1
68,17964,1,5,39,1,1,1
28,75435,0,1,43,7,1,1
28,72501,0,1,43,7,1,1
66,24004,0,5,39,7,2,1
45,26000,1,1,39,1,1,1
45,40000,1,1,40,1,1,1
26,10000,1,1,39,7,1,1
17,0,1,7,36,7,1,1
54,90905,1,1,43,1,1,1
56,78000,1,1,43,1,1,1
22,34001,1,1,40,7,1,1
61,0,1,5,39,1,1,1
50,85120,1,1,39,1,1,1
67,14000,0,6,40,5,2,1
71,65000,0,1,39,5,1,1
37,69000,1,1,44,1,1,1
35,4500,1,1,44,1,4,1
65,31950,0,5,39,7,1,1
28,149315,0,1,43,7,1,1
61,70000,0,1,39,7,2,1
72,27240,0,7,43,7,1,1
46,49000,1,1,40,7,2,2
48,30000,1,1,40,7,2,1
52,71811,0,7,39,7,2,1
37,46061,1,1,44,1,1,1
40,80000,1,1,43,1,2,1
10,0,1,0,0,7,6,1
9,0,1,0,0,7,6,1
27,85031,1,1,43,7,1,1
47,15001,1,1,35,5,1,1
24,42009,1,1,43,7,1,1
45,58330,0,1,40,7,2,2
73,11940,0,7,46,7,4,1
57,107700,1,1,43,1,1,1
56,38400,1,1,43,1,1,1
12,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
71,33893,0,1,43,7,1,1
30,40320,1,1,40,7,2,1
12,0,1,0,0,7,2,1
43,126950,1,1,44,1,2,1
45,80005,1,2,41,1,2,1
5,0,1,0,0,7,2,1
35,38189,1,1,41,1,2,2
28,0,1,7,40,1,2,2
5,0,1,0,0,7,2,2
4,0,1,0,0,7,2,2
2,0,1,0,0,7,2,2
46,89570,1,1,44,5,1,1
9,0,1,0,0,7,1,1
6,0,1,0,0,7,1,1
42,206061,1,1,43,1,2,1
57,42003,1,1,40,1,2,1
23,32616,1,1,40,7,2,1
77,3000,1,5,35,1,1,1
78,2542,1,5,33,1,1,1
41,16001,1,1,35,7,1,2
59,14040,1,7,43,4,1,2
32,0,1,7,31,7,1,1
55,23657,1,7,40,4,1,1
8,0,1,0,0,7,1,1
64,3600,0,5,39,4,2,1
67,83304,0,5,40,4,2,1
42,60698,1,1,35,6,1,1
15,0,1,7,37,7,1,1
7,0,1,0,0,7,1,1
19,360001,0,1,39,7,1,2
22,0,0,1,33,7,1,2
22,21600,0,1,33,7,1,2
55,76100,1,1,39,1,1,1
55,74175,1,1,39,1,1,1
22,12800,1,1,40,7,1,1
66,75164,1,6,42,4,1,1
32,4163,2,1,44,1,1,1
39,45684,2,1,42,1,1,1
34,20000,1,1,38,7,1,1
16,0,1,7,36,7,1,1
14,0,1,0,0,7,1,1
5,0,1,0,0,7,1,1
29,40000,1,1,43,7,1,2
42,35000,0,1,33,7,1,2
42,55000,1,1,39,1,1,1
50,0,1,7,39,1,1,1
13,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
72,1590,0,5,43,5,1,1
53,36660,1,1,35,1,1,2
61,25000,1,1,35,1,1,2
15,0,1,7,36,7,1,1
46,82060,1,1,39,1,1,1
38,70001,1,1,34,1,1,1
22,30000,1,1,39,7,1,1
20,15600,1,1,40,7,1,1
16,22000,1,1,38,7,1,1
12,0,1,0,0,7,1,1
4,0,1,0,0,7,1,1
2,0,1,0,0,7,1,1
38,35001,1,1,33,1,1,2
47,0,1,7,38,1,1,2
4,0,1,0,0,7,1,1
40,25300,1,1,35,1,1,2
37,0,1,7,35,1,1,2
8,0,1,0,0,7,1,2
47,30002,1,1,39,7,1,1
16,0,1,7,38,7,1,1
14,0,1,0,0,7,1,1
12,0,1,0,0,7,1,1
41,0,0,7,38,7,1,1
53,122026,1,1,43,1,1,1
51,25002,1,1,39,1,1,1
69,66000,1,1,33,7,1,1
31,66000,1,1,39,7,1,1
51,55400,1,1,36,1,1,2
43,30001,1,1,42,1,1,2
21,10000,1,7,40,7,1,1
18,0,1,7,37,7,1,1
7,0,1,0,0,7,1,1
39,109010,0,1,45,5,1,1
74,122380,1,2,43,1,1,1
77,21480,1,5,43,1,1,1
59,35000,1,1,33,1,1,1
49,27000,1,1,39,1,1,1
16,0,1,7,36,7,1,1
28,60000,1,1,43,7,1,1
65,28000,2,3,39,1,1,1
54,0,2,7,39,1,1,1
75,15600,0,7,31,4,1,1
46,40000,1,1,39,1,1,2
51,0,1,7,34,1,1,2
18,0,1,7,40,7,1,1
6,0,1,0,0,7,1,1
5,0,1,0,0,7,1,1
50,20012,1,1,39,1,1,1
56,80000,1,1,35,1,1,1
24,58000,1,1,39,7,1,1
3,0,1,0,0,7,1,1
31,0,2,7,40,7,1,1
0,0,2,0,0,7,1,1
35,7800,1,1,43,1,1,2
43,9600,1,1,43,1,1,2
8,0,1,0,0,7,1,2
25,43200,0,1,40,7,1,2
33,50000,1,1,39,1,1,2
68,0,1,7,39,1,1,2
17,0,1,7,38,7,1,1
14,0,1,0,0,7,1,1
9,0,1,0,0,7,1,1
51,31515,1,1,39,1,1,1
47,10,1,1,33,1,1,2
25,31001,1,1,39,7,1,2
21,32001,1,1,39,7,1,2
28,31500,1,1,37,1,1,1
28,41600,1,1,37,1,1,1
10,0,1,0,0,7,1,1
1,0,1,0,0,7,1,1
45,83091,0,1,44,3,1,1
48,48001,1,1,32,1,1,2
40,1,1,7,32,1,1,2
17,4800,1,1,34,7,1,1
14,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
9,0,1,0,0,7,1,1
13,0,1,0,0,7,1,1
63,52101,0,1,39,5,1,1
54,0,1,4,40,7,1,1
26,52002,1,0,41,7,1,1
19,3000,1,1,39,7,1,1
51,40500,2,1,39,7,1,1
13,0,2,0,0,7,1,1
44,30000,1,1,40,1,1,1
43,40000,1,1,41,1,1,1
46,45000,1,1,39,5,1,1
68,15948,1,5,42,1,1,1
72,16608,1,5,39,1,1,1
32,6000,1,7,39,1,1,1
33,30000,1,1,39,1,1,1
8,0,1,0,0,7,1,1
5,0,1,0,0,7,1,1
42,47000,1,1,37,6,1,1
23,25000,1,1,40,7,1,1
16,0,1,7,35,7,1,1
10,0,1,0,0,7,1,1
70,0,1,5,32,4,1,1
47,46745,0,1,40,6,1,1
49,35005,0,1,34,6,1,1
80,28800,0,5,43,5,1,1
85,24628,0,5,39,4,3,1
63,50001,1,1,32,1,1,1
53,0,1,1,32,1,1,1
26,50075,1,1,42,7,1,1
34,70000,1,1,39,7,1,1
60,63287,1,1,42,5,1,1
39,15095,1,6,36,7,1,1
31,9758,1,1,43,7,1,1
66,201114,1,1,44,4,1,1
85,30000,1,1,44,4,1,1
53,50000,1,1,43,1,1,1
58,40000,1,1,40,1,1,1
30,36000,1,1,40,7,1,2
44,60099,1,1,33,1,1,1
46,200650,1,1,33,1,1,1
19,35000,1,1,39,7,1,1
9,0,1,0,0,7,1,1
31,74988,0,1,43,7,1,1
46,61000,0,1,41,5,1,2
62,48400,1,1,35,1,1,1
62,45910,1,1,39,1,1,1
27,49100,1,1,43,7,1,1
46,35000,1,1,33,1,1,1
45,32000,1,1,39,1,1,1
49,13200,0,6,38,5,1,1
46,0,1,7,38,1,1,1
45,25000,1,1,34,1,1,1
8,0,1,0,0,7,1,1
53,60000,1,1,38,1,1,1
39,0,1,7,33,1,1,1
18,0,1,1,38,7,1,1
16,0,1,7,34,7,1,1
9,0,1,0,0,7,1,1
20,8026,1,1,40,7,1,1
25,83007,1,1,39,7,1,1
43,24005,2,1,39,4,1,1
17,4503,2,7,37,7,1,1
8,0,2,0,0,7,1,1
8,0,2,0,0,7,1,1
36,29000,1,1,39,7,1,2
16,0,1,7,33,7,1,1
14,0,1,0,0,7,1,1
59,85000,1,1,39,1,1,1
66,18768,1,5,39,1,1,1
23,52000,1,1,39,7,1,1
28,41600,0,1,39,7,1,2
38,30,0,1,44,7,2,1
36,0,0,6,46,7,2,1
34,106982,0,1,39,7,1,2
61,120001,1,1,41,1,1,1
61,2,1,5,39,1,1,1
37,96650,0,1,43,7,1,1
40,170915,0,1,44,7,1,1
37,4,1,7,42,1,1,1
38,83873,1,1,43,1,1,1
8,0,1,0,0,7,1,1
1,0,1,0,0,7,1,2
37,60050,1,1,43,1,1,1
38,50001,1,1,40,1,1,1
8,0,1,0,0,7,1,1
7,0,1,0,0,7,1,1
34,97451,1,2,44,1,1,1
36,87005,1,1,42,1,1,1
48,21001,1,7,43,1,1,1
51,40001,1,1,45,1,1,1
14,0,1,0,0,7,1,1
10,0,1,0,0,7,1,1
40,26000,1,1,33,1,1,1
30,0,1,7,33,1,1,1
6,0,1,0,0,7,1,1
1,0,1,0,0,7,1,1
1,0,1,0,0,7,1,1
48,50000,1,1,33,7,1,2
24,15000,1,1,40,7,1,1
21,17000,1,7,40,7,1,1
19,8700,1,7,40,7,1,1
12,0,1,0,0,7,1,1
46,0,0,7,43,7,1,2
43,0,1,7,40,1,1,1
45,50000,1,1,37,1,1,1
25,15000,1,1,40,7,1,1
23,10000,1,7,40,7,1,1
21,7000,1,1,41,7,1,1
15,0,1,7,35,7,1,1
7,0,1,0,0,7,1,1
0,0,1,0,0,7,1,1
65,68439,1,5,39,1,1,1
52,34644,1,6,39,1,1,1
49,0,1,1,33,7,1,2
47,10000,1,1,42,7,1,2
58,17000,1,1,40,1,1,1
58,55000,1,1,40,1,1,1
21,50530,0,1,42,7,1,1
22,53000,0,1,40,7,1,1
45,51501,1,7,40,1,1,1
34,54201,1,1,43,1,1,1
6,0,1,0,0,7,1,1
42,0,1,7,39,1,1,1
50,34000,1,1,39,1,1,1
37,79101,1,1,43,1,1,1
40,25000,1,1,39,1,1,1
7,0,1,0,0,7,1,1
34,115501,1,1,39,1,1,1
33,55001,1,1,44,1,1,1
28,173076,1,1,43,1,1,1
29,1,1,7,42,1,1,1
2,0,1,0,0,7,1,1
60,31201,1,1,33,6,1,1
61,31200,1,1,33,6,1,1
61,58000,0,1,38,7,1,1
50,20001,1,1,39,1,1,1
56,3500,1,1,39,1,1,1
16,0,1,7,36,7,1,1
32,60000,0,1,39,7,1,1
30,45300,1,1,38,1,1,1
29,41007,1,1,40,1,1,1
53,183010,1,1,44,1,1,1
53,31010,1,1,44,1,1,1
25,72500,1,1,43,7,1,1
23,45000,1,1,43,7,1,1
17,5000,1,3,38,7,1,1
49,111760,1,1,44,1,1,1
50,106400,1,1,46,1,1,1
19,0,1,7,40,7,1,1
17,0,1,7,38,7,1,1
13,0,1,0,0,7,1,1
43,38002,1,1,44,1,1,1
42,71750,1,1,39,1,1,1
7,0,1,0,0,7,1,1
43,124000,1,1,43,1,1,1
39,200000,1,1,43,1,4,1
1,0,1,0,0,7,8,1
46,207853,1,1,43,1,1,1
44,8100,1,1,39,1,1,1
13,0,1,0,0,7,1,1
10,0,1,0,0,7,1,1
34,65100,1,1,42,1,1,1
35,56500,1,1,43,1,1,1
0,0,1,0,0,7,1,1
67,150000,1,1,45,1,1,1
57,150000,1,1,45,1,1,1
16,0,1,7,36,7,1,1
14,0,1,0,0,7,1,1
42,128001,1,1,44,1,2,1
45,160600,1,1,44,1,2,1
39,102300,1,1,43,1,1,1
41,1099999,1,1,44,1,1,1
3,0,1,0,0,7,1,1
40,113403,1,1,44,1,4,1
39,40,1,7,43,1,4,1
10,0,1,0,0,7,4,1
4,0,1,0,0,7,4,1
50,236100,1,1,43,5,1,1
18,5003,1,1,37,7,1,1
40,161300,1,1,44,1,4,1
39,182400,1,1,46,1,8,1
6,0,1,0,0,7,8,1
4,0,1,0,0,7,8,1
28,65130,0,1,40,7,2,2
56,218350,0,1,43,7,4,1
41,90300,0,1,43,7,2,1
59,25000,1,1,44,1,4,1
46,1500,1,1,39,1,4,1
17,0,1,7,37,7,4,1
9,0,1,0,0,7,4,1
33,70000,0,1,44,3,2,1
61,28800,1,5,40,7,2,1
39,24000,1,1,36,7,2,1
27,27000,1,1,39,7,2,1
22,60000,0,1,43,7,2,1
47,24000,0,6,43,7,2,1
21,12000,0,7,40,7,1,1
22,10000,0,1,40,7,4,1
22,13170,0,7,40,7,4,1
28,16050,0,1,44,7,4,1
69,28000,1,1,43,5,2,1
72,17760,1,6,43,5,2,1
69,26942,1,5,43,5,2,1
27,23000,1,7,44,7,2,1
43,66000,0,1,42,7,4,1
38,152000,1,0,44,1,2,1
35,150100,1,1,44,2,2,1
50,66500,1,2,43,1,1,1
42,301001,1,2,43,1,1,1
10,0,1,0,0,7,1,1
8,0,1,0,0,7,1,1
54,100965,1,1,44,1,1,1
53,240961,1,1,46,1,1,1
18,12000,1,7,40,7,1,1
16,0,1,7,36,7,1,1
43,93550,1,1,43,1,1,1
45,144002,1,1,41,1,1,1
17,0,1,7,36,7,1,1
14,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
51,30000,1,4,40,5,1,1
19,16100,1,1,40,7,1,1
18,9100,1,1,38,7,1,1
13,0,1,0,0,7,1,1
37,97885,1,1,42,1,1,1
38,54000,1,1,43,1,1,1
6,0,1,0,0,7,1,1
3,0,1,0,0,7,1,1
35,50396,1,1,44,1,1,1
36,105869,1,1,44,1,1,1
4,0,1,0,0,7,1,1
3,0,1,0,0,7,1,1
0,0,1,0,0,7,1,1
39,44000,0,1,34,7,2,1
66,2250,0,5,43,4,2,1
30,170823,0,1,44,7,4,1
30,189594,0,1,43,7,4,1
68,40868,0,5,40,5,2,1
68,34200,1,5,40,7,2,1
85,23640,1,5,34,4,2,1
57,27280,0,5,39,7,2,1
55,45206,1,1,39,1,2,1
51,27,1,7,39,1,2,1
49,205500,1,1,44,1,1,1
43,23750,1,1,43,1,1,1
13,0,1,0,0,7,1,1
10,0,1,0,0,7,1,1
40,150805,1,1,43,1,1,1
38,121000,1,1,43,1,1,1
6,0,1,0,0,7,1,1
2,0,1,0,0,7,1,1
43,197525,1,1,44,1,1,1
42,214775,1,1,44,1,1,1
7,0,1,0,0,7,1,1
57,261051,1,1,46,1,1,1
55,581,1,1,44,1,1,1
19,0,1,7,40,7,1,1
17,0,1,7,37,7,1,1
15,0,1,7,36,7,1,1
15,0,1,7,36,7,1,1
55,19000,0,6,42,7,2,1
57,134006,1,1,44,1,1,1
52,164051,1,1,44,1,1,1
15,5,1,7,35,7,1,1
13,0,1,0,0,7,1,1
53,111019,1,1,45,1,1,1
50,89400,1,1,42,1,1,1
14,0,1,0,0,7,1,1
38,62010,1,1,43,1,1,1
39,61010,1,1,43,1,1,1
5,0,1,0,0,7,1,1
3,0,1,0,0,7,1,1
68,30280,1,5,43,7,2,1
71,34859,1,6,39,7,2,1
57,4200,1,4,41,1,2,1
77,43384,1,5,40,1,2,1
77,60256,0,5,40,4,2,1
80,25929,1,5,44,7,2,1
34,0,1,4,43,7,2,1
55,26364,0,7,39,5,2,2
41,34350,0,1,39,7,2,1
48,113100,1,1,44,7,1,1
18,20510,1,7,40,7,1,1
11,0,1,0,0,7,1,1
10,0,1,0,0,7,1,1
40,30,0,1,44,7,1,1
51,63568,1,1,46,1,1,1
48,60070,1,1,43,1,1,1
10,0,1,0,0,7,1,1
50,93000,1,1,43,1,1,1
48,70000,1,1,39,1,1,1
16,30000,1,1,43,7,1,1
16,66500,1,1,43,7,1,1
45,130100,1,1,39,7,2,1
22,0,1,4,39,7,2,1
17,0,1,6,36,7,2,1
40,55032,1,1,44,7,1,1
3,0,1,0,0,7,1,1
85,295012,1,5,39,4,2,1
54,11101,1,7,39,7,2,1
80,105000,0,5,40,4,2,1
72,27617,1,5,39,1,2,1
68,48865,1,5,39,1,2,1
34,17060,1,1,45,1,1,1
31,66570,1,1,43,1,2,1
1,0,1,0,0,7,6,1
39,454000,1,1,44,1,4,1
37,303001,1,1,44,1,4,1
2,0,1,0,0,7,4,1
0,0,1,0,0,7,4,1
78,18948,0,5,40,7,4,1
53,126,1,1,43,1,1,1
55,20200,1,7,43,1,1,1
15,314,1,6,35,7,1,1
11,0,1,0,0,7,1,1
43,38169,1,1,43,7,2,1
15,1,1,7,35,7,2,1
79,52000,1,1,39,1,2,1
80,19200,1,5,39,1,2,1
42,35000,1,1,39,1,1,1
46,1500,1,7,39,1,1,1
10,0,1,0,0,7,1,1
9,0,1,0,0,7,1,1
7,0,1,0,0,7,1,1
44,244310,1,1,45,1,1,1
48,181650,1,1,45,1,1,1
13,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
40,67800,0,1,39,7,2,1
24,20010,1,1,42,1,4,1
25,80003,1,1,40,1,1,1
60,105000,0,1,40,7,2,1
54,0,1,7,31,1,1,1
53,40000,1,1,39,1,1,1
23,25000,1,1,42,7,1,1
59,24000,1,1,39,1,1,2
60,25000,1,1,39,1,1,2
56,14027,0,7,39,4,2,1
80,44401,0,5,39,5,2,1
56,130000,1,1,43,7,4,1
80,226004,2,2,43,1,4,1
80,43210,2,1,43,1,4,1
58,81530,0,1,43,4,2,1
58,39465,0,1,43,4,2,1
29,138400,0,1,44,7,4,1
30,10001,0,7,46,7,4,2
34,55056,0,1,44,7,2,1
38,182100,1,1,44,7,2,1
13,0,1,0,0,7,2,1
12,0,1,0,0,7,2,1
32,980,1,7,40,1,1,1
32,38000,1,3,39,1,1,1
4,0,1,0,0,7,1,1
59,0,0,7,39,7,2,1
63,153134,1,5,44,1,1,1
66,1499,1,5,44,1,2,1
40,53213,1,1,46,1,1,1
39,60302,1,1,44,1,1,1
8,0,1,0,0,7,1,1
28,65050,1,1,43,7,1,1
58,65000,2,1,39,1,1,2
52,33000,2,1,39,1,1,2
60,5321,1,5,43,1,4,1
53,135251,1,1,44,1,4,1
20,500,1,7,40,7,4,1
19,10,1,7,37,7,4,1
15,0,1,1,35,7,4,1
85,0,1,5,44,4,4,2
57,186352,1,1,43,1,1,1
56,40352,1,1,44,1,1,1
34,50021,1,1,43,1,1,1
34,50003,1,1,41,1,1,1
2,0,1,0,0,7,1,1
0,0,1,0,0,7,1,1
50,45000,1,1,39,5,1,1
32,2000,1,1,39,7,1,1
20,14000,1,1,40,7,1,1
28,0,2,7,41,7,1,1
1,0,2,0,0,7,1,1
47,35000,0,1,39,7,1,2
46,158057,1,1,42,1,1,1
46,57,1,7,42,1,1,1
13,0,1,0,0,7,1,1
10,0,1,0,0,7,1,1
51,94800,1,1,39,1,1,1
48,0,1,7,39,1,1,1
15,0,1,7,35,7,1,1
14,0,1,0,0,7,1,1
39,70402,1,1,43,7,1,1
8,0,1,0,0,7,1,1
6,0,1,0,0,7,1,1
34,135541,1,1,43,7,2,2
19,30501,1,1,40,7,2,2
15,0,1,7,35,7,2,2
35,83023,0,1,44,7,2,2
68,90114,0,1,40,7,2,1
34,74053,0,1,43,7,2,1
26,82000,0,1,43,7,1,1
35,150000,1,1,40,1,3,1
31,110001,1,1,43,1,1,1
42,2412,1,6,40,7,2,1
11,0,1,0,0,7,2,1
8,0,1,0,0,7,2,1
4,0,1,0,0,7,2,1
1,0,1,0,0,7,2,1
44,60006,1,1,39,7,2,1
65,21120,1,6,34,7,2,1
32,39000,1,1,40,7,2,2
10,0,1,0,0,7,2,1
8,0,1,0,0,7,2,1
80,55300,1,5,40,1,2,1
80,18200,1,5,39,1,2,1
69,221709,1,5,43,1,1,1
68,46603,1,5,43,1,1,1
58,106920,1,1,41,1,1,1
58,70020,1,1,44,1,1,1
55,348101,1,1,46,1,4,1
57,201500,1,1,46,1,4,1
60,24000,0,6,43,7,1,1
32,120109,1,2,44,1,1,1
32,61501,1,1,43,1,1,1
4,0,1,0,0,7,1,1
2,0,1,0,0,7,1,1
54,88105,1,1,42,1,1,1
53,74705,1,1,40,1,1,1
63,31002,0,1,44,5,1,1
52,50000,1,1,42,1,1,1
53,60000,1,1,40,1,1,2
18,0,1,7,38,7,1,1
13,0,1,0,0,7,1,1
51,65000,1,1,43,1,1,1
51,70250,1,1,44,1,1,1
21,12000,1,1,40,7,1,1
13,0,1,0,0,7,1,1
61,29795,1,5,40,1,1,1
62,1,1,6,39,1,1,1
37,132908,1,1,45,1,1,1
43,83894,1,1,44,1,1,1
8,0,1,0,0,7,1,1
6,0,1,0,0,7,1,1
85,21840,1,5,40,4,2,1
42,32000,1,1,40,7,2,1
46,93000,2,1,39,7,2,1
13,0,2,0,0,7,2,1
75,72721,1,5,43,1,1,1
75,16671,1,5,42,1,1,1
52,54002,0,1,39,7,1,1
65,35000,1,1,43,1,1,1
68,28200,1,1,39,1,1,1
53,41602,1,6,40,5,1,1
18,14630,1,7,40,7,1,1
16,15200,1,7,35,7,1,1
71,202049,0,5,43,4,1,1
65,37172,1,1,42,7,2,1
34,55401,1,1,39,7,2,1
39,69915,1,1,43,1,1,1
37,75003,1,1,43,1,4,1
85,66400,1,5,43,1,1,1
85,61946,1,5,40,1,1,1
73,21109,1,5,40,1,1,1
71,14144,1,5,39,1,1,1
39,50021,1,1,40,7,1,1
37,38030,1,1,40,7,1,1
